zip,bfs_number,name,lat,lng,zone_category
3417,956,Rüegsau,46.76586519674612,6.507552463246601,high_potential
3418,956,Rüegsau,46.76586519674612,6.507552463246601,high_potential
3419,406,Hasle bei Burgdorf,47.293444597454986,7.569327600585038,high_potential
3421,422,Rüti bei Lyssach,47.42010463602355,8.301344279670626,good_potential
3422,420,Rüdtligen-Alchenflüh,46.91426310650632,8.63934138029646,moderate_potential
3423,405,Ersigen,47.45192645293797,7.148492046172327,moderate_potential
3424,405,Ersigen,47.45192645293797,7.148492046172327,moderate_potential
3425,423,Willadingen,47.46881730730103,8.490335994710188,moderate_potential
3426,401,Aefligen,47.261153309920786,8.1792960896161,moderate_potential
3427,552,Utzenstorf,47.253260874672584,7.2220981031093014,moderate_potential
3428,554,Wiler bei Utzenstorf,46.52760831663982,6.560510626069378,moderate_potential
3429,410,Höchstetten,46.65336623676083,6.452793600542304,moderate_potential
3432,955,Lützelflüh,47.053250148112795,7.496498197679712,high_potential
3433,905,Rüderswil,47.04284545871067,8.190140148708263,high_potential
3434,613,Landiswil,47.17643964152058,7.072655590228796,high_potential
3435,955,Lützelflüh,47.053250148112795,7.496498197679712,high_potential
3436,903,Lauperswil,47.58968715875254,8.178396330749564,high_potential
3437,905,Rüderswil,47.04284545871067,8.190140148708263,high_potential
3438,903,Lauperswil,47.58968715875254,8.178396330749564,high_potential
3439,955,Lützelflüh,47.053250148112795,7.496498197679712,high_potential
3452,955,Lützelflüh,47.053250148112795,7.496498197679712,high_potential
3453,958,Trachselwald,46.76191868792205,7.17546721607718,high_potential
3454,957,Sumiswald,47.143380377701426,6.9002998876150325,high_potential
3455,957,Sumiswald,47.143380377701426,6.9002998876150325,high_potential
3456,958,Trachselwald,46.76191868792205,7.17546721607718,high_potential
3457,957,Sumiswald,47.143380377701426,6.9002998876150325,high_potential
3462,951,Affoltern im Emmental,46.62474879902659,7.091672141432971,high_potential
3463,951,Affoltern im Emmental,46.62474879902659,7.091672141432971,high_potential
3464,959,Walterswil (BE),46.91762691975724,7.178525675270351,high_potential
3465,952,Dürrenroth,47.06293861106459,7.670837898043623,high_potential
3472,424,Wynigen,46.858264829121,6.732280504149367,high_potential
3473,402,Alchenstorf,46.76763445319214,7.20001454086219,good_potential
3474,424,Wynigen,46.858264829121,6.732280504149367,high_potential
3475,988,Seeberg,46.775413118493766,7.535852056648435,high_potential
3476,985,Ochlenberg,46.068300658542974,8.912548554061024,high_potential
3503,612,Konolfingen,47.44175981964098,8.006964145648082,high_potential
3504,617,Niederhünigen,47.227233170030104,7.096791344864734,good_potential
3506,608,Grosshöchstetten,46.22996340585999,7.237958360015654,good_potential
3507,603,Biglen,47.347760368064726,9.52029415626422,high_potential
3508,602,Arni (BE),47.3718669350491,7.544927771921178,high_potential
3510,612,Konolfingen,47.44175981964098,8.006964145648082,high_potential
3512,626,Walkringen,46.35377929759208,6.171608028349731,high_potential
3513,626,Walkringen,46.35377929759208,6.171608028349731,high_potential
3531,620,Oberthal,47.42551330037582,7.645284280745929,high_potential
3532,628,Zäziwil,46.19168785392919,6.889044482404453,high_potential
3533,605,Bowil,47.65612315066511,9.091787820260992,high_potential
3534,907,Signau,47.24500499988977,7.588698668926077,high_potential
3535,907,Signau,47.24500499988977,7.588698668926077,high_potential
3536,901,Eggiwil,47.36628031616258,8.82923116303995,high_potential
3537,901,Eggiwil,47.36628031616258,8.82923116303995,high_potential
3538,904,Röthenbach im Emmental,46.98119922760011,7.198727271166143,high_potential
3543,903,Lauperswil,47.58968715875254,8.178396330749564,high_potential
3550,902,Langnau im Emmental,46.754993215355064,7.224143435851359,high_potential
3551,902,Langnau im Emmental,46.754993215355064,7.224143435851359,high_potential
3552,902,Langnau im Emmental,46.754993215355064,7.224143435851359,high_potential
3553,902,Langnau im Emmental,46.754993215355064,7.224143435851359,high_potential
3555,909,Trubschachen,46.50053728291718,6.408103688599101,high_potential
3556,908,Trub,47.25270016359606,8.768658992821056,high_potential
3557,908,Trub,47.25270016359606,8.768658992821056,high_potential
3600,942,Thun,46.393951537990844,6.882997675850429,good_potential
3603,942,Thun,46.393951537990844,6.882997675850429,good_potential
3604,942,Thun,46.393951537990844,6.882997675850429,good_potential
3608,942,Thun,46.393951537990844,6.882997675850429,good_potential
3612,939,Steffisburg,46.21735798469219,7.7968740705516915,good_potential
3613,939,Steffisburg,46.21735798469219,7.7968740705516915,good_potential
3614,945,Unterlangenegg,47.5109517842924,7.732017484614484,good_potential
3615,923,Buchholterberg,46.25979832078056,9.207615109275077,high_potential
3616,935,Oberlangenegg,47.43288662101642,7.464957928788043,high_potential
3617,925,Fahrni,47.22649929431878,8.981378286256462,good_potential
3618,904,Röthenbach im Emmental,46.98119922760011,7.198727271166143,high_potential
3619,924,Eriz,47.076350466131004,7.15778533310694,high_potential
3622,931,Homberg,46.96739036515012,8.422930810848866,high_potential
3623,932,Horrenbach-Buchen,47.1727072211521,9.06677330018081,high_potential
3624,942,Thun,46.393951537990844,6.882997675850429,good_potential
3625,927,Heiligenschwendi,46.4362517152392,6.220401065492848,high_potential
3626,929,Hilterfingen,47.23469531556673,8.388885186941398,good_potential
3627,928,Heimberg,47.058990437221944,6.913043086280417,moderate_potential
3628,885,Uttigen,47.176145713379384,9.564230488767341,moderate_potential
3629,622,Oppligen,47.052181651805995,7.223836474138581,good_potential
3631,770,Stocken-Höfen,46.8126543096079,7.579951849282016,moderate_potential
3632,770,Stocken-Höfen,46.8126543096079,7.579951849282016,moderate_potential
3633,921,Amsoldingen,47.35156500312794,8.10672373363906,moderate_potential
3634,941,Thierachern,47.33358274505137,8.020942704764948,moderate_potential
3635,943,Uebeschi,47.47646190652744,8.454446249537883,moderate_potential
3636,948,Forst-Längenbühl,47.11796493133694,8.77989064407942,moderate_potential
3638,922,Blumenstein,46.568216336549725,6.328629016964243,moderate_potential
3645,767,Reutigen,46.895682045113325,7.667566228314486,moderate_potential
3646,768,Spiez,47.34325247097319,8.594734914003316,moderate_potential
3647,767,Reutigen,46.895682045113325,7.667566228314486,moderate_potential
3652,929,Hilterfingen,47.23469531556673,8.388885186941398,good_potential
3653,934,Oberhofen am Thunersee,46.06949710930257,6.931763400082928,high_potential
3654,938,Sigriswil,46.96299564777615,7.568610629780412,high_potential
3655,938,Sigriswil,46.96299564777615,7.568610629780412,high_potential
3656,938,Sigriswil,46.96299564777615,7.568610629780412,high_potential
3657,938,Sigriswil,46.96299564777615,7.568610629780412,high_potential
3658,938,Sigriswil,46.96299564777615,7.568610629780412,high_potential
3661,944,Uetendorf,46.788850639032006,9.222416525822824,moderate_potential
3662,883,Seftigen,46.8840030009554,7.235791305966763,moderate_potential
3663,867,Gurzelen,47.51510140818885,9.133150188424636,moderate_potential
3664,863,Burgistein,47.39359561089823,9.38865950035121,moderate_potential
3665,886,Wattenwil,47.43998689928908,9.503317392019426,moderate_potential
